Stream,Physics,Chemistry,Biology,English,ComputerScience,Mathematics,Accountancy,BusinessStudies,Economics,History,Geography,PoliticalScience,Sociology,Interest_Tech,Interest_Entrepreneurship,Interest_Leadership,Interest_Innovation,Interest_CriticalThinking,Interest_Research,Interest_ComputerSkill,Interest_HardwareSkill,Interest_Food,Interest_Creativity,PositiveThinking,Participated_Hackathon,Participated_Olympiad,Participated_Kabaddi,Participated_KhoKho,Participated_Cricket,CareerOption
Science_PCM,91,54,,79,56,88,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,Doctor
Science_PCM,86,77,,72,80,52,,,,,,,,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,Engineer
Science_PCB,81,66,61,89,92,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,Engineer
Science_PCB,98,97,95,80,54,,,,,,,,,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,Doctor
Arts,,,,58,,,,,,79,89,76,56,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,Entrepreneur
Science_PCM,84,52,,91,86,88,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,Teacher
Science_PCB,74,60,90,83,79,,,,,,,,,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,Scientist
Commerce,,,,76,,73,92,50,98,,,,,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,Politician
Commerce,,,,73,,86,92,67,56,,,,,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,Chartered Accountant
Science_PCM,98,50,,84,100,76,,,,,,,,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,Athlete
Science_PCM,68,72,,88,67,76,,,,,,,,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,Chartered Accountant
Arts,,,,90,,,,,,82,54,84,57,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,Politician
Science_PCM,62,84,,72,79,90,,,,,,,,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,Engineer
Commerce,,,,93,,62,98,62,75,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,Artist
Science_PCM,51,96,,61,71,93,,,,,,,,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,Entrepreneur
Science_PCM,61,74,,95,92,99,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,Engineer
Arts,,,,69,,,,,,62,69,88,95,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,Chartered Accountant
Science_PCB,73,56,51,70,51,,,,,,,,,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,Athlete
Science_PCB,57,72,94,54,64,,,,,,,,,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,Artist
Arts,,,,60,,,,,,60,79,97,73,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,Athlete
Commerce,,,,57,,69,99,73,99,,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,Scientist
Science_PCB,98,93,96,60,83,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,Athlete
Commerce,,,,86,,57,72,74,60,,,,,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,Teacher
Science_PCM,81,72,,59,85,71,,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,Chartered Accountant
Commerce,,,,86,,74,91,61,56,,,,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,Software Developer
Science_PCB,97,67,62,76,67,,,,,,,,,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,Teacher
Commerce,,,,54,,74,100,83,74,,,,,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,Athlete
Science_PCM,74,69,,51,89,84,,,,,,,,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,Scientist
Science_PCB,84,83,67,61,83,,,,,,,,,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,Chartered Accountant
Arts,,,,52,,,,,,51,99,79,92,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,Entrepreneur
Science_PCM,63,81,,68,99,83,,,,,,,,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,Chartered Accountant
Science_PCM,51,83,,83,80,71,,,,,,,,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,Scientist
Arts,,,,71,,,,,,69,56,89,70,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,Artist
Science_PCM,68,97,,57,86,51,,,,,,,,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,Doctor
Commerce,,,,99,,94,89,90,83,,,,,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,Politician
Arts,,,,66,,,,,,79,92,72,65,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,Engineer
Arts,,,,96,,,,,,50,55,97,61,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Athlete
Science_PCB,61,54,57,82,82,,,,,,,,,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,Athlete
Arts,,,,80,,,,,,79,67,51,88,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,Engineer
Science_PCM,69,82,,85,84,84,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,Teacher
Science_PCB,87,68,93,52,55,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Politician
Science_PCB,91,52,91,93,55,,,,,,,,,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,Athlete
Commerce,,,,61,,71,86,53,65,,,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,Entrepreneur
Science_PCB,78,50,60,86,99,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,Politician
Science_PCM,78,90,,55,69,57,,,,,,,,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,Software Developer
Arts,,,,91,,,,,,77,71,77,86,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,Engineer
Science_PCM,65,61,,89,65,76,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Software Developer
Science_PCB,56,82,50,86,91,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,Politician
Science_PCM,78,72,,51,86,88,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,Scientist
Science_PCB,57,98,69,57,96,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Politician
Commerce,,,,82,,86,80,85,95,,,,,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Artist
Science_PCM,52,55,,52,56,62,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Teacher
Commerce,,,,86,,71,54,69,61,,,,,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,Artist
Arts,,,,52,,,,,,99,65,72,55,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,Teacher
Commerce,,,,91,,95,92,98,77,,,,,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,Software Developer
Arts,,,,91,,,,,,77,78,87,88,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,Doctor
Science_PCB,72,72,61,77,76,,,,,,,,,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,Teacher
Arts,,,,90,,,,,,72,90,64,90,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,Teacher
Arts,,,,70,,,,,,63,75,81,84,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,Politician
Science_PCM,84,80,,62,78,66,,,,,,,,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,Athlete
Science_PCM,72,80,,82,67,71,,,,,,,,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,Athlete
Science_PCB,90,77,94,77,50,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,Artist
Science_PCM,87,96,,68,55,81,,,,,,,,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,Teacher
Commerce,,,,63,,63,82,94,84,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,Chartered Accountant
Arts,,,,96,,,,,,77,73,89,69,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Teacher
Science_PCM,52,95,,99,83,73,,,,,,,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Teacher
Science_PCB,98,94,52,80,71,,,,,,,,,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,Artist
Science_PCB,62,76,69,62,96,,,,,,,,,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,Doctor
Science_PCB,62,98,80,78,59,,,,,,,,,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,Software Developer
Arts,,,,77,,,,,,88,83,81,62,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,Software Developer
Commerce,,,,100,,53,86,92,76,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,Artist
Arts,,,,91,,,,,,58,76,70,72,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,Artist
Science_PCB,87,53,68,53,67,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,Politician
Commerce,,,,96,,55,65,59,66,,,,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Chartered Accountant
Arts,,,,59,,,,,,85,51,73,98,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,Politician
Science_PCM,54,69,,65,68,82,,,,,,,,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,Artist
Arts,,,,77,,,,,,57,69,60,71,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,Doctor
Science_PCB,60,79,57,85,60,,,,,,,,,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,Athlete
Science_PCM,65,86,,74,60,85,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Engineer
Science_PCM,62,85,,99,52,61,,,,,,,,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,Entrepreneur
Science_PCB,87,51,66,70,66,,,,,,,,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,Artist
Arts,,,,88,,,,,,95,90,63,62,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,Software Developer
Arts,,,,75,,,,,,77,51,87,62,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,Scientist
Commerce,,,,77,,74,54,57,54,,,,,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,Scientist
Arts,,,,81,,,,,,79,87,94,73,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,Teacher
Science_PCM,63,65,,100,88,95,,,,,,,,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,Teacher
Arts,,,,63,,,,,,62,85,53,62,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,Teacher
Commerce,,,,94,,60,86,50,87,,,,,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,Doctor
Commerce,,,,78,,51,79,94,76,,,,,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,Engineer
Science_PCM,92,78,,84,95,80,,,,,,,,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,Scientist
Science_PCB,88,66,68,61,83,,,,,,,,,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,Entrepreneur
Science_PCB,65,96,72,79,71,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Doctor
Science_PCM,89,51,,93,96,84,,,,,,,,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Athlete
Arts,,,,51,,,,,,84,74,77,69,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,Doctor
Arts,,,,69,,,,,,60,58,90,99,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Athlete
Science_PCM,58,50,,67,100,82,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,Teacher
Arts,,,,84,,,,,,53,65,66,56,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,Artist
Science_PCM,87,77,,83,96,61,,,,,,,,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,Entrepreneur
Arts,,,,88,,,,,,91,70,57,97,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,Doctor
Science_PCB,66,66,59,80,67,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,Teacher
Commerce,,,,73,,75,92,84,61,,,,,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,Artist
Science_PCM,100,89,,54,80,76,,,,,,,,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,Athlete
Arts,,,,96,,,,,,60,78,64,65,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,Teacher
Science_PCB,66,89,60,84,56,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,Entrepreneur
Arts,,,,52,,,,,,92,86,85,71,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,Engineer
Science_PCB,60,95,64,82,89,,,,,,,,,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,Politician
Science_PCB,99,79,67,90,87,,,,,,,,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,Athlete
Arts,,,,61,,,,,,74,56,69,84,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,Politician
Arts,,,,79,,,,,,80,84,88,63,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,Artist
Science_PCM,53,86,,89,94,62,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,Teacher
Science_PCM,64,88,,100,58,51,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,Entrepreneur
Arts,,,,52,,,,,,64,64,83,71,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,Doctor
Science_PCB,81,90,53,60,63,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Chartered Accountant
Commerce,,,,76,,76,57,73,81,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,Scientist
Science_PCB,51,87,78,60,87,,,,,,,,,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,Athlete
Science_PCM,53,55,,89,50,90,,,,,,,,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,Teacher
Commerce,,,,66,,73,66,54,65,,,,,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,Athlete
Science_PCM,50,60,,79,50,69,,,,,,,,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Athlete
Arts,,,,87,,,,,,53,58,72,98,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,Chartered Accountant
Arts,,,,75,,,,,,73,100,69,53,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,Doctor
Science_PCB,71,98,66,56,89,,,,,,,,,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,Scientist
Science_PCM,87,91,,87,75,76,,,,,,,,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,Politician
Science_PCM,91,50,,64,72,67,,,,,,,,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,Politician
Commerce,,,,80,,60,65,84,92,,,,,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,Entrepreneur
Science_PCB,88,97,66,78,65,,,,,,,,,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,Entrepreneur
Science_PCB,93,79,58,63,99,,,,,,,,,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,Teacher
Arts,,,,51,,,,,,65,86,68,94,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,Doctor
Science_PCB,81,73,67,53,98,,,,,,,,,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,Athlete
Arts,,,,67,,,,,,97,67,75,76,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,Engineer
Commerce,,,,50,,78,83,97,51,,,,,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,Engineer
Commerce,,,,53,,85,79,61,100,,,,,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,Artist
Commerce,,,,53,,85,95,81,61,,,,,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Politician
Commerce,,,,78,,92,71,73,98,,,,,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,Teacher
Commerce,,,,81,,62,75,66,83,,,,,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,Chartered Accountant
Science_PCB,94,90,89,58,65,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Doctor
Arts,,,,84,,,,,,51,78,97,66,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,Doctor
Arts,,,,87,,,,,,65,82,65,74,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,Engineer
Science_PCM,99,68,,83,54,72,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,Chartered Accountant
Science_PCM,89,66,,58,98,74,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Engineer
Science_PCB,100,51,52,95,75,,,,,,,,,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,Politician
Science_PCM,65,98,,66,62,93,,,,,,,,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,Teacher
Commerce,,,,72,,76,85,79,94,,,,,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,Scientist
Science_PCB,85,84,77,74,64,,,,,,,,,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,Scientist
Arts,,,,53,,,,,,77,57,74,100,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,Entrepreneur
Science_PCM,82,74,,56,61,57,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,Chartered Accountant
Science_PCB,51,96,65,57,71,,,,,,,,,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,Doctor
Science_PCB,51,76,56,92,82,,,,,,,,,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,Artist
Science_PCB,57,79,87,97,70,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,Politician
Commerce,,,,79,,93,100,90,86,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Doctor
Science_PCB,85,85,60,88,51,,,,,,,,,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,Engineer
Science_PCB,84,60,50,98,76,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Artist
Science_PCB,72,63,77,68,96,,,,,,,,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,Scientist
Science_PCB,76,83,68,67,89,,,,,,,,,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,Chartered Accountant
Arts,,,,74,,,,,,50,72,81,70,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,Scientist
Science_PCM,90,59,,55,97,79,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,Chartered Accountant
Arts,,,,89,,,,,,89,85,93,64,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,Engineer
Science_PCB,77,54,97,77,87,,,,,,,,,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,Scientist
Science_PCB,65,100,53,71,91,,,,,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,Software Developer
Science_PCB,78,89,65,82,59,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,Athlete
Commerce,,,,95,,79,77,51,62,,,,,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,Artist
Science_PCM,70,86,,63,55,100,,,,,,,,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,Doctor
Arts,,,,90,,,,,,56,62,98,71,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,Chartered Accountant
Science_PCM,95,90,,100,50,58,,,,,,,,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,Scientist
Commerce,,,,83,,64,97,93,84,,,,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Scientist
Science_PCM,57,80,,75,86,79,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,Doctor
Arts,,,,94,,,,,,76,92,52,68,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,Engineer
Commerce,,,,63,,59,60,50,56,,,,,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,Chartered Accountant
Science_PCB,57,57,54,54,53,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,Software Developer
Science_PCB,68,62,82,72,77,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,Artist
Commerce,,,,53,,76,66,58,86,,,,,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,Scientist
Commerce,,,,87,,75,66,69,59,,,,,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,Teacher
Science_PCB,92,73,54,67,72,,,,,,,,,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,Athlete
Arts,,,,61,,,,,,55,55,55,69,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,Doctor
Arts,,,,85,,,,,,86,52,99,57,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,Engineer
Science_PCB,59,72,59,52,60,,,,,,,,,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,Scientist
Commerce,,,,85,,66,80,99,66,,,,,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,Software Developer
Commerce,,,,82,,52,86,69,93,,,,,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,Artist
Science_PCM,69,66,,60,71,70,,,,,,,,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,Teacher
Arts,,,,73,,,,,,92,76,59,86,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,Scientist
Science_PCM,84,88,,53,50,63,,,,,,,,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,Doctor
Science_PCB,54,100,53,69,97,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,Software Developer
Commerce,,,,75,,94,55,78,100,,,,,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,Scientist
Arts,,,,70,,,,,,72,72,92,92,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,Politician
Science_PCB,50,91,96,55,72,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,Athlete
Commerce,,,,93,,88,71,70,68,,,,,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,Athlete
Science_PCM,93,83,,78,51,76,,,,,,,,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,Artist
Science_PCM,84,59,,89,67,98,,,,,,,,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,Artist
Science_PCM,68,100,,83,100,74,,,,,,,,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,Software Developer
Science_PCM,53,50,,75,70,65,,,,,,,,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,Scientist
Arts,,,,92,,,,,,66,67,67,82,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,Entrepreneur
Arts,,,,51,,,,,,83,90,98,66,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,Teacher
Commerce,,,,52,,59,80,71,65,,,,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,Doctor
Science_PCB,93,60,65,66,86,,,,,,,,,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,Teacher
Science_PCB,60,100,52,54,60,,,,,,,,,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,Politician
Commerce,,,,54,,79,80,73,83,,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,Scientist
Science_PCM,63,90,,56,76,89,,,,,,,,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,Chartered Accountant
Commerce,,,,99,,63,85,93,100,,,,,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,Politician
Science_PCM,87,67,,82,93,64,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,Athlete
Commerce,,,,83,,100,73,84,56,,,,,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,Teacher
Commerce,,,,53,,51,100,54,81,,,,,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,Politician
Arts,,,,99,,,,,,81,86,69,84,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,Athlete
Science_PCM,98,80,,70,56,100,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,Doctor
Science_PCB,61,65,97,93,99,,,,,,,,,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,Politician
Science_PCM,54,72,,66,91,80,,,,,,,,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,Athlete
Arts,,,,64,,,,,,78,93,85,80,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Doctor
Arts,,,,78,,,,,,91,79,52,70,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,Doctor
Science_PCB,87,91,52,58,90,,,,,,,,,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,Artist
Commerce,,,,95,,55,50,97,54,,,,,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,Teacher
Arts,,,,82,,,,,,51,66,98,100,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,Software Developer
Arts,,,,72,,,,,,71,70,84,95,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,Politician
Science_PCM,84,92,,87,65,91,,,,,,,,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,Entrepreneur
Arts,,,,67,,,,,,72,99,56,80,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,Doctor
Science_PCB,98,98,63,66,68,,,,,,,,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Software Developer
Arts,,,,75,,,,,,69,77,89,58,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,Chartered Accountant
Science_PCM,54,57,,90,66,59,,,,,,,,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,Athlete
Science_PCB,92,100,93,89,96,,,,,,,,,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,Software Developer
Science_PCM,64,77,,68,50,51,,,,,,,,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,Politician
Science_PCB,53,93,77,87,66,,,,,,,,,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,Teacher
Science_PCB,84,55,77,100,93,,,,,,,,,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,Teacher
Arts,,,,97,,,,,,75,99,66,73,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,Entrepreneur
Commerce,,,,74,,57,56,100,78,,,,,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,Entrepreneur
Science_PCB,73,69,52,74,96,,,,,,,,,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,Chartered Accountant
Science_PCB,92,95,73,78,64,,,,,,,,,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,Politician
Science_PCB,54,67,52,97,57,,,,,,,,,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,Teacher
